"REGION"|"WBAN_ID"|"STATION_NAME"|"STATE_PROVINCE"|"COUNTY"|"COUNTRY"|"EXTENDED_NAME"|"CALL_SIGN"|"STATION_TYPE"|"DATE_ASSIGNED"|"BEGIN_DATE"|"COMMENTS"|"LOCATION"|"ELEV_OTHER"|"ELEV_GROUND"|"ELEV_RUNWAY"|"ELEV_BAROMETRIC"|"ELEV_STATION"|"ELEV_UPPER_AIR"
"264"|"26472"|"FIVE MILE CAMP"|"AK"||"US"||"FVM"|||||||||||
"264"|"26473"|"GALBRAITH LAKE"|"AK"||"US"||"GBH"|||||||||||
"264"|"26474"|"HAPPY VALLEY"|"AK"||"US"||"HVY"|||||||||||
"264"|"26475"|"JOHNSTONE POINT"|"AK"||"US"||"JOH"|||||||||||
"264"|"26476"|"TOOLIK"|"AK"||"US"||"MUY"|||||||||||
"264"|"26477"|"MCCARTHY"|"AK"||"US"||"MXY"|||||||||||
"264"|"26478"|"KAVIK RIVER"|"AK"||"US"||"VIK"|||||||||||
"264"|"26479"|"VALDEZ"|"AK"||"US"|"AIRPORT"|"VDZ"||||"VDZ (AFTER 75)"|||||||
"264"|"26480"|"CHANDALAR LAKE"|"AK"||"US"||"WCR/PALR"|"FAA/ASOS"||||||||||
"264"|"26481"|"ATIGUN"|"AK"||"US"||"SAI"|||||||||||
"264"|"26482"|"CHANDALAR SHELF"|"AK"||"US"||"5CD"|||||||||||
"264"|"26483"|"TAHNETA PASS"|"AK"||"US"||"5GN"|||||||||||
"264"|"26484"|"PAXSON"|"AK"||"US"||"5PX"|||||||||||
"264"|"26485"|"SNOWSHOE LAKE"|"AK"||"US"||"5SO"|||||||||||
"264"|"26486"|"SLANA"|"AK"||"US"|"DUFFY'S TAVERN AIRPORT"|"5SZ/PADT"|"FAA-AWOS"|" 6/17/05"||"5SZ (AFTER 1977-MOVED FROM AP SITE) DDT/PADT"|||||||
"264"|"26487"|"FORT GREELY"|"AK"||"US"||"PABG"|"U/A"||||||||||
"264"|"26488"|"WHITTIER"|"AK"||"US"|"MAE PROJECT"|"5WT"|"A"||||||||||
"264"|"26489"|"MCKINLEY PARK"|"AK"||"US"|"MCKINLEY NP AP"|"5MK"|||||||||||
"264"|"26490"|"FAIRBANKS/PEDRO DOME"|"AK"||"US"||"PAPD"|"NEXRAD"||||||||||
"264"|"26491"|"ANCHORAGE"|"AK"|"ANCHORAGE"|"US"|"LAKE HOOD SEAPLANE BASE"|"KALH"|"FAA/ASOS"|"1/23/1998"|"1/22/1998"|"LHD (ICAO:KALH)"|"61*10'41""N 149*57'49""W"|||"73 FT"|||
"264"|"26492"|"PORTAGE GLACIER"|"AK"||"US"|"PORTAGE VISITOR CENTER"|"PATO/A21"|"FAA-ASOS"|"10/19/1998"|"10/15/1998"||"60*47'06""N 148*50'20""W"||"103 FT"||||
"264"|"26493"|"KENNECOTT"|"AK"||"US"||||||"(OLD CRB STN)"|||||||
"264"|"26494"|"FAIRBANKS 11 NE"|"AK"||"US"|"NOAA/NESDIS (FCDAS)"||"USCRN"|||"GOES ID# CD0102CE"|||||||
"264"|"26495"|"HEALY"|"AK"||"US"|"HEALY AIRPORT"|"PAHV"|"SAWRS"|||"ICAO ID: PAHV, SID : HRR FOR CDMP"|||||||
"264"|"26496"|"FAIRBANKS"|"AK"||"US"|"WEEKS FIELD"|||||"CDMP (UNOFFICAL POR 5-7/1943)"|||||||
"264"|"26497"|"BIRCHWOOD"|"AK"||"US"|"BIRCHWOOD AP"|"PABV"|"FAA-AWOS"|"5/12/2005"|||||||||
"264"|"26498"|"WAINWRIGHT AAF AP"|"AK"||"US"|"FAIRBANKS (FT WAINWRIGHT)"|"PAFB"|"FAA -AWOS"|"5/16/2005"|||||||||
"264"|"26499"|"HEALY RIVER AP"|"AK"||"US"|"HEALY RIVER AP/HEALY"|"PAHV"|"FAA-AWOS"|"5/16/2005"|||||||||
"265"|"26501"|"GALENA"|"AK"||"US"|||"AAB"||||||||||
"265"|"26502"|"KALTAG"|"AK"||"US"|"KATLAG AP"|"KAL/PAKV"|"FAA/ASOS"|"7/8/1998"|"7/7/1998"|"KAL (ICAO:PAKV)"|"64*19'36""N 158*44'30""W"|||"200 FT"|||
"265"|"26503"|"KOKRINES"|"AK"||"US"|||||||||||||
"265"|"26504"|"TANANA"|"AK"||"US"|||||||||||||
"265"|"26505"|"MANLEY HOT SPRINGS"|"AK"||"US"|||||||||||||
"265"|"26506"|"UMIAT"|"AK"||"US"|||"NAS"||||||||||
"265"|"26507"|"FIRE ISLAND"|"AK"||"US"|||||||||||||
"265"|"26508"|"UMIAT"|"AK"||"US"|||"WB"||||||||||
"265"|"26509"|"GALENA"|"AK"||"US"|||"WB"||||||||||
"265"|"26510"|"MCGRATH"|"AK"||"US"||"MCG"|"WBAS/NWS"||||"62*57'12""N 155*36'12""W"||||||
"265"|"26511"|"WISEMAN"|"AK"||"US"|||"WB"||||||||||
"265"|"26512"|"LAKE MINCHUMINA"|"AK"||"US"|||"WB"||||||||||
"265"|"26513"|"SHUNGNAK"|"AK"||"US"|||"WB"||||||||||
"265"|"26514"|"SKWENTNA"|"AK"||"US"|||"WB"||||||||||
"265"|"26515"|"ALAKAKET"|"AK"||"US"|||"WB COOP"||||||||||
"265"|"26516"|"ANIAK"|"AK"||"US"|||"CAA"||||||||||
"265"|"26517"|"BETTLES"|"AK"||"US"|||"CAA"||||||||||
"265"|"26518"|"CROOKED CREEK"|"AK"||"US"|||"WB"||||||||||
"265"|"26519"|"FAREWELL"|"AK"||"US"|||"CAA"||||||||||
"265"|"26520"|"FLAT"|"AK"||"US"|||"WB"||||||||||
"265"|"26521"|"HOLY CROSS"|"AK"||"US"|||"WB COOP"||||||||||
"265"|"26522"|"HUGHES"|"AK"||"US"|||"WB"||||||||||
"265"|"26523"|"KENAI"|"AK"|"KENAI PENINSULA"|"US"|"KENIA MUNICIPAL AP"|"ENA/PAEN"|"CAA/FAA/ASOS"|"5/11/1999"|"5/10/1999"|"ENA (ICAO:PAEN)"|"60*34'47""N 151*14'21""W"|||"92 FT"|||
"265"|"26524"|"MANLEY HOT SPRINGS"|"AK"||"US"|||"WB"||||||||||
"265"|"26525"|"NYAC"|"AK"||"US"|||"WB COOP"||||||||||
"265"|"26526"|"PUNTILLA"|"AK"||"US"|||"WB"||||||||||
"265"|"26527"|"STONY RIVER"|"AK"||"US"|||"WB"||||||||||
"265"|"26528"|"TALKEETNA"|"AK"||"US"|"TALKEETNA AP"|"TKA/PATK"|"CAA"||||"62*19'18""N 150*05'30""W"||||||
"265"|"26529"|"TANANA"|"AK"|"YUKON-KOYUK"|"US"|"CALHOUN MEMORIAL AP"|"TAL/PATA"|"CAA/FAA/ASOS"|"11/19/1999"|"11/19/1999"|"FAA/ASOS (11/19/1999)"|"65*10'28""N 152*06'25""W"|||"227 FT"|||
"265"|"26530"|"CURRY"|"AK"||"US"|||"WB"||||||||||
"265"|"26531"|"TANALIAN POINT"|"AK"||"US"|||"WB"||||||||||
"265"|"26532"|"RAINY PASS"|"AK"||"US"|||"WB"||||||||||
"265"|"26533"|"BETTLES"|"AK"|"YUKON-KOYUK"|"US"|"BETTLES AP"|"BTT/PABT"|"CAA/FAA/ASOS"|"11/19/1999"|"11/19/1999"|"FAA/ASOS (11/19/1999)"|"66*54'58""N 151*30'32""W"|||"643 FT"|||
"265"|"26534"|"SPARREVOHN MOUNTAIN"|"AK"||"US"|||||||||||||
"265"|"26535"|"INDIAN MOUNTAIN"|"AK"||"US"|"UTOPIA CREEK"||||||||||||
"265"|"26536"|"TALALINA"|"AK"||"US"|||||||||||||
"265"|"26537"|"UMIAT"|"AK"||"US"|||||||||||||
"265"|"26538"|"PROSPECT CREEK"|"AK"||"US"|||||||||||||
"265"|"26539"|"FIVE MILE CAMP"|"AK"||"US"|||||||||||||
"265"|"26540"|"OLD MAN"|"AK"||"US"|||||||||||||
"265"|"26541"|"LUPIN "|"NORTHWEST TERRITORY"||"CANADA"||||||"BAD WBAN NUM ASSIGNMENT, EXISTED PRE 1995, NO BEGIN DATE, SEE 26120"|||||||
"265"|"26542"|"ANAKTUVUK"|"AK"||"US"||"AKP"|"AMOS/FAA-AWOS 5/16/05"|"5/16/2005"|||||||||
"265"|"26543"|"MINCHUMINA"|"AK"||"US"||"MHM"|||||||||||
"265"|"26544"|"OLD MAN"|"AK"||"US"||"OLN"|||||||||||
"265"|"26545"|"PROSPECT CREEK"|"AK"||"US"||"PPC"|||||||||||
"265"|"26546"|"PORT ALSWORTH"|"AK"||"US"||"Z30/ALJ"||||"(WAS)Z30/ NOW ALJ"|||||||
"265"|"26547"|"HAYES RIVER"|"AK"||"US"||"5HR"|||||||||||
"265"|"26548"|"KENAI"|"AK"||"US"||"KBCC"|"NEXRAD"||||||||||
"265"|"26549"|"RAMPART"|"AK"||"US"||||||"(OLD CRB STATION)"|||||||
"265"|"26550"|"SUSITNA"|"AK"||"US"||||||"(OLD CRB STATION)"|||||||
"265"|"26551"|"AMBLER"|"AK"||"US"|"AMBLER AP"|"AFM"|"AWOS"||||||||||
"265"|"26552"|"HUSLIA"|"AK"||"US"|"HUSLIA AP"|"HLS"|"AWOS"||||||||||
"265"|"26553"|"SLEETMUTE"|"AK"||"US"|"SLEETMUTE AP"|"SLQ"|"AWOS"||||||||||
"265"|"26554"|"MERRILL PASS WEST"|"AK"||"US"|"MERRILL PASS WEST"|"PAER"|"FAA-AWOS"|"5/12/2005"|||||||||
"265"|"26555"|"FAREWELL LAKE "|"AK"||"US"|"FAREWELL LAKESEAPLANE BASE"|"PAFK"|"FAA-AWOS"|"5/12/2005"|||||||||
"265"|"26557"|"BIG RIVER LAKE"|"AK"||"US"|"BIG RIVER LAKE"|"PALV/LVR"|"FAA-AWOS"|"5/24/2005"|||||||||
"265"|"26558"|"SELAWIK"|"AK"||"US"|"SELAWIK"|"WLK/PASK"|"FAA-AWOS"|"6/10/2005"|||||||||
"265"|"26559"|"SOLDOTNA AIRPORT"|"AK"||"US"|"SOLDOTNA AIRPOR"|"SAQ/PASX"|"FAA-AWOS"|"6/10/2005"|||||||||
"265"|"26560"|"WILLOW AIRPORT"|"AK"||"US"|"WILLOW AIRPORT"|"UUO/PAUO"|"FAA-AWOS"|"6/15/2005"|||||||||
"265"|"26561"|"RUBY"|"AK"||"US"|"RUBY AP"|"PARY"|"AWOS"|"12/6/2006"|||||||||
"265"|"26563"|"KENAI 29 ENE"|"AK"||"US"|||"HCNM"|"08/17/2010"||"COOP ID 50-4551-05"|"60.72573N / -150.45082W"||"282 FT"||||
"266"|"26601"|"POINT HOPE"|"AK"||"US"|||||||||||||
"266"|"26602"|"KOYUK"|"AK"||"US"|||||||||||||
"266"|"26603"|"MOSES POINT"|"AK"||"US"|||||||||||||
"266"|"26604"|"NOME"|"AK"||"US"|||||||||||||
"266"|"26605"|"NUMIVAK ISLAND"|"AK"||"US"|||||||||||||
"266"|"26606"|"NOXAPAGE"|"AK"||"US"|||||||||||||
"266"|"26607"|"TELLER"|"AK"||"US"|"POINT SPENCER"||||||||||||
"266"|"26608"|"UNALAKLEET"|"AK"||"US"|||||||||||||
"266"|"26609"|"WALES"|"AK"||"US"|||||||||||||
"266"|"26610"|"AKULURAK"|"AK"||"US"|||||||||||||
"266"|"26611"|"AMERICAN RIVER"|"AK"||"US"|||||||||||||
"266"|"26612"|"POINT SPENCER"|"AK"||"US"|||||||||||||
"266"|"26613"|"IMURUK LAKE"|"AK"||"US"|||||||||||||
"266"|"26614"|"KOUGAROK"|"AK"||"US"|||||||||||||
"266"|"26615"|"BETHEL"|"AK"||"US"||"BET"|"WBAS/NWS"||||"60*46'48""N 161*50'12""W"||||||
"266"|"26616"|"KOTZEBUE"|"AK"||"US"||"OTZ"|"WB /NWS"||||"66*53'06""N 162*35'48""W"||||||
"266"|"26617"|"NOME"|"AK"||"US"||"OME"|"WB/NWS"||||"64*30'48""N 165*26'36""W"||||||
"266"|"26618"|"WALES"|"AK"||"US"|||"WB"||||||||||
"266"|"26619"|"CANDLE"|"AK"||"US"|||"WB"||||||||||
"266"|"26620"|"MOSES POINT"|"AK"||"US"|||"CAA"||||||||||
"266"|"26621"|"MOUNTAIN VILLAGE"|"AK"||"US"|||"WB"||||||||||
"266"|"26622"|"NUNIVAK"|"AK"||"US"|||"WB "|||"NAME CHANGE TO MEKORUK"|||||||
"266"|"26623"|"POINT HOPE"|"AK"||"US"|||"WB"||||||||||
"266"|"26624"|"POINT LAY"|"AK"||"US"|"LRRS AP"||"WB/AWOS"|"1/20/2007"|||||||||
"266"|"26625"|"SHISHMAREF"|"AK"||"US"|||"WB"||||||||||
"266"|"26626"|"TELLER"|"AK"||"US"|||"WB"||||||||||
"266"|"26627"|"UNALAKLEET"|"AK"||"US"|||"CAA"||||||||||
"266"|"26628"|"GOLOVIN"|"AK"||"US"|||"WB"||||||||||
"266"|"26629"|"SOLOMON"|"AK"||"US"|||"WB"||||||||||
"266"|"26630"|"WHITE MOUNTAIN"|"AK"||"US"|||"WB"||||||||||
"266"|"26631"|"CAPE LISBURNE"|"AK"||"US"|||||||||||||
"266"|"26632"|"NORTHEAST CAPE"|"AK"||"US"|||||||||||||
"266"|"26633"|"CAPE ROMANZOF"|"AK"||"US"|||||||||||||
"266"|"26634"|"TIN CITY AFS"|"AK"||"US"|||||||||||||
"266"|"26635"|"MOUNTAIN VILLAGE"|"AK"||"US"|||||||||||||
"266"|"26636"|"CAPE THOMPSON"|"AK"||"US"||||||"DELETED 6/6/58"|||||||
"266"|"26637"|"CAPE BEAUFORT"|"AK"||"US"||"LIZ"|||||||||||
"266"|"26638"|"POINT LAY"|"AK"||"US"||"LIZ-2"|||||||||||
"266"|"26639"|"PORT CLARENCE"|"AK"||"US"||"KPC"|||||||||||
"266"|"26640"|"ANDREAFSKI"|"AK"||"US"||"SMA"|||||||||||
"266"|"26641"|"NOME"|"AK"||"US"||"PAEC"|"NEXRAD"||||||||||
"266"|"26642"|"KIVALINA"|"AK"|"KODIAK IS."|"US"|"KIVALINA AP"|"KVL/PAVL"|"ASOS/FAA"|"7/8/1998"|"7/7/1998"||"67*43'54""N 164*32'54""W"|||"10 FT"|||
"266"|"26643"|"DEERING"|"AK"|"NORTHWEST ARTIC"|"US"|"DEERING AP"|"DEE/0Z0"|"ASOS/FAA"|"7/28/1998"|"7/27/1998"||"66*04'08""N 62*45'50""W"|"15 FT"|||||
"266"|"26644"|"ANVIK"|"AK"||"US"|"ANVIK AP"|"ANV"|"AWOS"||||||||||
"266"|"26645"|"BUCKLAND"|"AK"||"US"|"BUCKLAND AP"|"BVK"|"AWOS"||||||||||
"266"|"26646"|"CAPE ROMANZOFF"|"AK"||"US"|"CAPE ROMANZOFF AP"|"CZF"|"AWOS"||||||||||
"266"|"26647"|"SAINT MARY'S"|"AK"||"US"|"SAINT MARY'S"|"KSM"|"AWOS"||||||||||
"266"|"26648"|"NOATAK"|"AK"||"US"|"NOATAK AIRPORT"|"WTK/PAWN"|"FAA/AWOS"|"6/10/2005"|||||||||
"266"|"26649"|"RED DOG AIRPORT"|"AK"||"US"|"RED DOG AIRPORT"|"AED/PARD"|"FAA-AWOS"|"6/15/2005"|||||||||
"266"|"26650"|"EMMONAL AIRPORT / EMMONAK"|"AK"||"US"|"EMMONAL AIRPORT"|"ENM/PAEM"|"FAA-AWOS"|"6/15/2005"|||||||||
"266"|"26651"|"HOOPER BAY"|"AK"||"US"|"HOOPER BAY AP"|"HPB/PAHB"|"FAA-AWOS"|"7/11/2005"|||||||||
"266"|"26652"|"KALSKAG"|"AK"||"US"|"KALSKAG AP"|"PALG"|"AWOS"|"12/5/2006"|||||||||
"266"|"26653"|"TOKSOOK BAY"|"AK"||"US"|"TOKSOOK BAY AP"|"PAOO"|"AWOS"|"12/6/2006"|||||||||
"266"|"26654"|"RUSSIAN MISSION"|"AK"||"US"|"RUSSIAN MISSION AP"|"PARS"|"AWOS"|"12/6/2006"|||||||||
"266"|"26655"|"RED DOG MINE 3 SSW"|"AK"||"US"|||"HCNM"|"08/17/2010"||"COOP ID # 50-7955-09"|"68.027683N / -162.92133W"||"913 FT"||||
"267"|"26701"|"SAINT MATHEW ISLAND"|"AK"||"US"|||||||||||||
"267"|"26702"||||||||||"DELETED 9/7/56"|||||||
"267"|"26703"|"GAMBELL"|"AK"||"US"|||"WB"||||||||||
"267"|"26704"|"SAVOONGA"|"AK"||"US"|||"WB COOP"||||||||||
"270"|"27001"|"* ISACHSEN"|"NORTHWEST TERRITORY"||"CANADA"|||"WB & DOT"||||||||||
"270"|"27002"|"REA POINT"|"NORTHWEST TERRITORY"||"CANADA"|||||||||||||
"270"|"27003"|"EAST DRAKE"|"NORTHWEST TERRITORY"||"CANADA"|||||||||||||
"270"|"27004"|"ISACHSEN (AUTO)"|"NORTHWEST TERRITORY"||"CANADA"||"WIC/CWIC"|"MAS/CWIC"|||"WIC - CWIC (AWOS TASK)"|||||||
"271"|"27101"|"MOLD BAY"|"NORTHWEST TERRITORY"||"CANADA"|||"WB & DOT"||||||||||
"271"|"27102"|"HOLMAN ISLAND"|"NORTHWEST TERRITORY"||"CANADA"|||"DOT"||||||||||
"271"|"27103"|"JOHNSON POINT A"|"NORTHWEST TERRITORY"||"CANADA"|||||||||||||
"271"|"27104"|"MALLOCH DOME"|"NORTHWEST TERRITORY"||"CANADA"|||||||||||||
"271"|"27105"|"HOLMAN AIRPORT"|"NORTHWEST TERRITORY"||"CANADA"||||||"NOT IN DATABASE"|||||||
"271"|"27106"|"MOULD BAY"|"NORTHWEST TERRITORY"||"CANADA"|"AIR SAMPLE STATION"||||||||||||
"272"|"27201"|"SACHS HARBOUR BANKS ISLAND"|"NORTHWEST TERRITORY"||"CANADA"|||||||||||||
"272"|"27202"|"CAPE PARRY"|"NORTHWEST TERRITORY"||"CANADA"|||"DOT (A)"||||||||||
"272"|"27203"||" "||" "|||" "|||" "|||||||
"272"|"27204"|"CAPE BATHURST"|"NORTHWEST TERRITORY"||"CANADA"||"WCD"|"AUTO"||||||||||
"272"|"27205"|"SACHS HARBOUR  "|"NORTHWEST TERRITORY"||"CANADA"||"WSY"|||||||||||
"272"|"27291"|"CAPE PARRY"|"NORTHWEST TERRITORY"||"CANADA"|||"DOT  "||||||||||
"273"|"27301"|"MCINTYRE"|"AK"||"US"|"POW-C"||||||||||||
"274"|"27401"|"* BARTER ISLAND"|"AK"||"US"|||"AFS/WB"||||||||||
"274"|"27402"|"BARTER ISLAND"|"AK"||"US"|"BAR-M"||||||||||||
"274"|"27403"|"OLIKTOK"|"AK"||"US"|"POW-2"||||||||||||
"274"|"27404"|"FLAXMAN ISLAND"|"AK"||"US"|"POW-3"||||||||||||
"274"|"27405"|"PRUDHOE BAY"|"AK"||"US"|||||||||||||
"274"|"27406"|"DEADHORSE"|"AK"||"US"|"DEADHORSE AP"|"SCC/PASC"|"FAA/ASOS"|"6/9/1999"|"6/9/1999"|"SCC (ICAO:PASC) / FAA/ASOS (6/9/1999)"|"70*11'30""N 148*28'38""W"|"57 FT"|||||
"274"|"27407"|"PRUDHOE BAY"|"AK"||"US"||"PUO"|||||||||||
"274"|"27408"|"KUPRAUK"|"AK"||"US"|"UGNU-KUPRAUK AIRPORT"|"PAKU"|"FAA/AWOS"|"5/16/2005"|||||||||
"274"|"27409"|"SEAL ISLAND"|"AK"||"US"|"PRUDHOE  BAY"|"35AK"|"SAWRS"|"8/15/2005"|||||||||
"275"|"27501"|"POINT BARROW"|"AK"||"US"|||"NAS"||||||||||
"275"|"27502"|"BARROW"|"AK"||"US"||"BRW"|"WB/NWS"||||"71*17'12""N 156*45'48""W"||||||
"275"|"27503"|"WAINWRIGHT"|"AK"||"US"|"WAINWRIGHT AP"|"AWI"|"WB/FAA/ASOS"|"9/16/1998"|"9/15/1998"||"70*38'21""N 159*59'42""W"|"30 FT"|||||
"275"|"27504"|"POINT BARROW"|"AK"||"US"|||"WB"||||||||||
"275"|"27505"|"POINT BARROW"|"AK"||"US"|||"AF"||||||||||
"275"|"27506"|"POINT BARROW"|"AK"||"US"|||||||||||||
"275"|"27507"|"PEARL BAY"|"AK"||"US"|"LIZ-C"||||||||||||
"275"|"27508"|"WAINWRIGHT"|"AK"||"US"|"LIZ-3"||||||||||||
"275"|"27509"|"POINT BARROW"|"AK"||"US"|"POW-M"||||||||||||
"275"|"27510"|"CAPE SIMPSON"|"AK"||"US"|"POW-A"||||||||||||
"275"|"27511"|"KOGRU RIVER"|"AK"||"US"|"POW-B"||||||||||||
"275"|"27512"|"LONELY"|"AK"||"US"|"POW-1"||||||||||||
"275"|"27513"|"BARROW"|"AK"||"US"|||"BSRN"|"06/17/2010"|||||||||
"275"|"27514"|"POINT BARROW OBSERVATROY"|"AK"||"US"|"BAPMON PROJECT"|"BRW"|||||||||||
"275"|"27515"|"NUIQSUT"|"AK"|"NORTH SLOPE"|"US"|"NUIQSUT AP"|"AQT/PAQT"|"FAA-ASOS"|"7/24/1998"|"7/23/1998"||"70*12'42""N 151*00'66""W"|||"57 FT"|||
"275"|"27516"|"BARROW 4 ENE"|"AK"||"US"|||"USCRN"|||"GOES ID# CD00F0B0"|||||||
"275"|"27517"|"DEADHORSE"|"AK"||"US"|"ALPINE AIRSTRIP"|"PALP"|"AWOS"|"12/6/2006"|||||||||
"275"|"27518"|"ATQASUK"|"AK"||"US"|"EDWARD BURNELL SR MEM AP"|"PATQ"|"AWOS"|"12/6/2006"|||||||||
"275"|"27519"|"BARROW TEST-A"|"AK"|"NORTH SLOPE BOROUGH"|"US"|"WILEY POST-WILL ROGERS MEMORIAL AP"||"UA"|"05/08/2012"|||"71 17 21N / -156 47 06W"||"39 FT / 11.9 M"||||
"276"|"27601"|"ICY CAPE"|"AK"||"US"|"LIZ-B"||||||||||||
"300"|"30001"|"LAGOS"|||"NIGERIA"|"APAPA AIRPORT"||||||||||||
"303"|"30301"|"ACESUM"|||"ETHIOPIA"|"AXUM"|"SD85A"||||"SD85A"|||||||
"303"|"30302"|"ADDIS ABADA"|" "||"ETHIOPIA"|"OLD AIRPORT"||||||||||||
"303"|"30303"|"NEGHELLI"|||"ETHIOPIA"|"FLT D/TEAM 5"||||||||||||
"303"|"30304"|"ARBA MINCH"|||"ETHIOPIA"|"U/A TEAM"||||||||||||
"303"|"30305"|"MAJI"|||"ETHIOPIA"|"U/A TEAM"||||||||||||
"303"|"30306"|"JIMMA"|||"ETHIOPIA"|"U/A TEAM"||||||||||||
"304"|"30401"|"DIREDAWA"|||"ETHIOPIA"|||||||||||||
"304"|"30402"|"AWAREH"|||"ETHIOPIA"|||||||||||||
"304"|"30403"|"GHINNIR"|||"ETHIOPIA"|"TEAM 3"||||||||||||
"304"|"30404"|"CAP TI NAK"|||"ETHIOPIA"|"TEAM 6"||||||||||||
"304"|"30405"|"GODA"|||"ETHIOPIA"|"U/A TEAM"||||||||||||
"304"|"30406"|"BALLI DOOGLE"|||"SOMALIA"|||"AF"||||||||||
"304"|"30407"|"MOGDISHU"|||"SOMALIA"|||"AF"||||||||||
"307"|"30701"|"COLUMBO RATMALANA"|||"CEYLON"|||||||||||||
"307"|"30702"|"NEGOMBO"|||"CEYLON"|||||||||||||
"307"|"30703"|"THUMBA"|||"INDIA"|||||||||||||
"308"|"30801"|"CHINA BAY"|||"CEYLON"|||||||||||||
"310"|"31001"|"KANO"|||"NIGERIA"|"AIRPORT"||||||||||||
"311"|"31101"|"MAIDUGARI"|||"NIGERIA"|||||||||||||
"312"|"31201"|"EL FASHER FIELD ANGLO"|||"EGYPTIAN SUDAN"|||||||||||||
"312"|"31202"|"EL GENEIMA"|||"EGYPTIAN SUDAN"|||||||||||||
"313"|"31301"|"GURA"|||"ETHIOPIA"|"ERITEA AIR DEPOT"||||||||||||
"313"|"31302"|"ASMARA, ERITEA"|||"ETHIOPIA"|||||||||||||
"313"|"31303"|"KHARTOUM"|||"SUDAN"|"WADI SEIDNA AES"|" "|||||||||||
"313"|"31304"|"TESSENEI"|||"ETHIOPIA"|"FLT D-4"||||||||||||
"313"|"31305"|"MASSAWA"|||"ETHIOPIA"|||||||||||||
"313"|"31306"|"BAHAR DAR "|||"ETHIOPIA"|"AIRPORT"||||||||||||
"313"|"31307"|"ASOSA"|||"ETHIOPIA"|"A FLD"||"U/A"||||||||||
"313"|"31308"|"KHARTOUM ARID FARMER"|||"SUDAN"|||||||||||||
"313"|"31309"|"UNKNOWN"|||"SUDAN"|||"AF"||||||||||
"314"|"31401"|"ADEN"|||"SAUDI ARABIA"|"SHEIKH OTHMAN"||||||||||||
"314"|"31402"|"TENDAHO"|||"ETHIOPIA"|||||||||||||
"314"|"31403"|"ASSAB"|||"ETHIOPIA"|"AIRPORT"||||||||||||
"314"|"31404"|"DJIBOUTI/AMBOULI"|||"DJIBOUTI"|||||||||||||
"314"|"31405"|"KING KHALID AB"|||"SAUDI ARABIA"|"DESERT STORM"||||||||||||
"315"|"31501"|"SALALA"|||"ARABIA"|||||||||||||
"315"|"31502"|"THUMRAIT"|||"OMAN"|"THUMRAIT AB"|"KQJL"|"AF"|"3/28/2002"|"11/1/2001"||"17*39'00""N 54*01'00""E"|"1460 FT"|||||
"315"|"31503"|"THUMRAIT"|||"OMAN"||"NODE 007"|"USAF"|||"NODE 007"|||||||
"317"|"31701"|"BANGALORE"|||"INDIA"|"HINDUSTAN FIELD"||||||||||||
"317"|"31702"|"BOMBAY"|||"INDIA"|"SANTA CRUZ"||||||||||||
"318"|"31801"|"VIZAGAPATAM"|||"INDIA"|||||||||||||
"319"|"31901"|"RANGOON"|||"BURMA"|"MINGADON"||||||||||||
"319"|"31902"|"KYAUKPYU RAMREE ISLAND"|||"BURMA"|||||||||||||
"319"|"31903"|"ZAYATKWIN"|||"BURMA"|||||||||||||
"320"|"32001"|||||||"WAS TINDOUF, ALGERIA WHICH WAS ASSIGNED IN WRONG BLOCK"||||||||||
"323"|"32301"|"LUXOR"|||"EGYPT"|||||||||||||
"323"|"32302"|"ASWAN"|||"EGYPT"|||||||||||||
"323"|"32303"|"JEDDAH"|||"SAUDI ARABIA"|||"SYNOPTIC"||||||||||
"323"|"32304"|"TABUK"|||"SAUDI ARABIA"||"NODE 061"|"USAF"|||"NODE 061"|||||||
"323"|"32305"|"JEDDAH INTERNATIONAL AIRPORT"|||"SAUDI ARABIA"||"NODE 022"|"USAF"|||"NODE 022"|||||||
"324"|"32401"|"RIYAHD INTERNATIONAL AIRPORT"|||"SAUDI ARABIA"|||"OERY"||||||||||
"324"|"32402"|"KUWAIT INTERNATIONAL AIRPORT"|||"KUWAIT"|||||||||||||
"324"|"32403"|"AL KHARJ"|||"SAUDI ARABIA"||"NODE 079"|"USAF"|||"NODE 079"|||||||
"324"|"32404"|"AL JOUF"|||"SAUDI ARABIA"||"NODE 092"|"USAF"|||"NODE 092"|||||||
"324"|"32405"|"KING FAHD AB"|||"SAUDI ARABIA"||"NODE 040"|"USAF"|||"NODE 040"|||||||
"324"|"32406"|"FOB 2 KING KHALID MIL CITY"|||"SAUDI ARABIA"||"NODE 048"|"USAF"|||"NODE 048"|||||||
"324"|"32407"|"KUWAIT CITY"|||"KUWAIT"|"DESERT STORM"||||||||||||
"324"|"32408"|"RAFHA"|||"SAUDI ARABIA"|"DESERT STORM"||||||||||||
"324"|"32409"|"RAS AL MISHAB"|||"SAUDI ARABIA"|"DESERT STORM"||||||||||||
"324"|"32410"|"QAISUMAH"|||"SAUDI ARABIA"|"DESERT STORM"||||||||||||
"324"|"32411"|"RIYADH (SAUD AFB)"|||"SAUDI ARABIA"|"DESERT STORM"||||||||||||
"324"|"32412"||||||||||"WAS KUWAIT CITY AP NODE 020 DELETED BY AVL"|||||||
"324"|"32413"|"AHMED AL JABAR AB"|||"KUWAIT"|||||||||||||
